Name;Author;Date;Rating Value;Rating Count;Preparation Time;Cooking Time;Category;Cuisine;Ingredients;Ingredients_Raw;Instructions;Cooking Methods;Implements;Number of steps;Servings;Nutrition;URL
Sandwich French Toast Casserole;Piques;27/03/2025;4.5;8.0;15.0;20.0;['Breakfast'];['American'];[{'ingredient': 'spray', 'quantity': '', 'unit': 'cooking', 'misc': ''}, {'ingredient': 'whole wheat bread', 'quantity': '6', 'unit': 'slices', 'misc': 'or more to taste'}, {'ingredient': 'butter', 'quantity': '1', 'unit': 'tablespoon', 'misc': 'or as needed'}, {'ingredient': 'deli ham', 'quantity': '12', 'unit': 'slices', 'misc': 'or more to taste'}, {'ingredient': 'swiss cheese', 'quantity': '6', 'unit': 'slices', 'misc': 'or more to taste'}, {'ingredient': 'milk', 'quantity': '0.5', 'unit': 'cup', 'misc': ''}, {'ingredient': 'eggs', 'quantity': '4', 'unit': '', 'misc': ''}, {'ingredient': 'worcestershire sauce', 'quantity': '1', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'mustard powder', 'quantity': '0.5', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'and black pepper to taste', 'quantity': '', 'unit': 'salt', 'misc': 'ground'}];['cooking spray', '6 slices whole wheat bread, or more to taste', '1 tablespoon butter, or as needed', '12 slices deli ham, or more to taste', '6 slices Swiss cheese, or more to taste', '0.5 cup milk', '4 eggs', '1 teaspoon Worcestershire sauce', '0.5 teaspoon mustard powder', 'salt and ground black pepper to taste'];['Preheat oven to 350 degrees F (175 degrees C). Spray the inside of a 9x13-inch casserole dish with cooking spray.', 'Spread butter on one side of each bread slice  top each bread slice with 2 slices ham and 1 slice Swiss cheese. Arrange open-faced sandwiches in the prepared casserole dish, overlapping them to fit.', 'Whisk milk, eggs, Worcestershire sauce, mustard powder, salt, and pepper together in a bowl  pour milk mixture over the open-faced sandwiches. Allow milk mixture to soak in for at least 15 minutes.', 'Bake in the preheated oven until eggs are set and casserole is cooked through, about 20 minutes.'];['bake'];['whisk', 'oven', 'casserole dish'];4.0;['6', '6 servings'];{'Calories': '347 kcal', 'Carbohydrates': '17 g', 'Cholesterol': '189 mg', 'Fiber': '3 g', 'Protein': '26 g', 'Saturated Fat': '9 g', 'Sodium': '997 mg', 'Sugar': '3 g', 'Fat': '19 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/230458/sandwich-french-toast-casserole/
Fennel-Smoked Salmon;John Mitzewich;27/03/2025;4.7;6.0;15.0;20.0;['Dinner'];['American'];[{'ingredient': 'wood chips', 'quantity': '2', 'unit': 'cups', 'misc': ''}, {'ingredient': 'fennel', 'quantity': '1', 'unit': 'bulb', 'misc': 'trimmed and very thinly sliced'}, {'ingredient': 'fillets', 'quantity': '2', 'unit': 'salmon', 'misc': '7 ounce'}, {'ingredient': 'and black pepper to taste', 'quantity': '', 'unit': 'salt', 'misc': 'ground'}, {'ingredient': 'cherry tomatoes', 'quantity': '1', 'unit': 'cup', 'misc': 'quartered'}, {'ingredient': 'olive oil', 'quantity': '3', 'unit': 'tablespoons', 'misc': ''}, {'ingredient': 'lemon', 'quantity': '1', 'unit': '', 'misc': 'juiced'}, {'ingredient': 'fennel fronds and threads', 'quantity': '2', 'unit': 'tablespoons', 'misc': ''}, {'ingredient': 'white sugar', 'quantity': '1', 'unit': 'pinch', 'misc': ''}, {'ingredient': 'and black pepper to taste', 'quantity': '', 'unit': 'salt', 'misc': 'ground'}];['2 cups wood chips', '1 bulb fennel, trimmed and very thinly sliced', '2 (7 ounce) salmon fillets', 'salt and ground black pepper to taste', '1 cup quartered cherry tomatoes', '3 tablespoons olive oil', '1 lemon, juiced', '2 tablespoons fennel fronds and threads', '1 pinch white sugar', 'salt and ground black pepper to taste'];"['Place wood chips in a bowl  cover with several inches of cold water and let soak for at least 1 hour.', 'Preheat an outdoor charcoal grill for medium heat and lightly oil the grate. Sprinkle wood chips over coals and close grill lid, leaving top vents open. When smoke rises from the vents, shut them, open the grill, and place fennel slices directly on the grates to create a bed.', ""Generously season salmon fillets with salt and black pepper. Place salmon on top of fennel slices. Close the grill lid, leaving the vents shut. Cook until salmon is tender and starting to flake, 15 to 20 minutes. Remove from grill and let rest for 5 minutes. Scrape fennel from the grill and place atop salmon while it rests or discard it (see Editor's Note)."", 'Combine tomatoes, olive oil, lemon juice, fennel fronds, sugar, salt, and black pepper in a bowl. Spoon tomato mixture over salmon and serve.']";['smoke', 'grill'];['grill'];4.0;['2', '2 servings'];{'Calories': '512 kcal', 'Carbohydrates': '14 g', 'Cholesterol': '97 mg', 'Fiber': '5 g', 'Protein': '40 g', 'Saturated Fat': '6 g', 'Sodium': '306 mg', 'Sugar': '1 g', 'Fat': '34 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/222311/fennel-smoked-salmon/
Gin Daisy;placidodevon;27/03/2025;5.0;1.0;10.0;0.0;['Drink', 'Cocktail'];['American'];[{'ingredient': 'ounces gin', 'quantity': '24', 'unit': 'fluid', 'misc': ''}, {'ingredient': 'simple syrup', 'quantity': '1', 'unit': 'cup', 'misc': ''}, {'ingredient': 'lime juice', 'quantity': '0.75', 'unit': 'cup', 'misc': ''}, {'ingredient': 'grenadine syrup', 'quantity': '0.5', 'unit': 'cup', 'misc': ''}, {'ingredient': 'cherries', 'quantity': '10', 'unit': '', 'misc': ''}, {'ingredient': 'ice', 'quantity': '', 'unit': '', 'misc': ''}, {'ingredient': 'orange', 'quantity': '1', 'unit': '', 'misc': 'cut into thin wedges'}];['24 fluid ounces gin', '1 cup simple syrup', '0.75 cup lime juice', '0.5 cup grenadine syrup', '10 cherries', 'ice', '1 orange, cut into thin wedges'];['Mix gin, simple syrup, lime juice, and grenadine together in a large pitcher or bowl. Pour into serving glasses over ice. Garnish each drink with a cherry and orange wedge.'];[];[];1.0;['12', '12 servings'];{'Calories': '239 kcal', 'Carbohydrates': '24 g', 'Cholesterol': '', 'Fiber': '0 g', 'Protein': '0 g', 'Saturated Fat': '', 'Sodium': '6 mg', 'Sugar': '8 g', 'Fat': '0 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/143156/gin-daisy/
Chocolate Dipped Bing Cherries;Barry;27/03/2025;4.4;10.0;1800.0;0.0;['Dessert'];['American'];[{'ingredient': 'white sugar', 'quantity': '1', 'unit': 'cup', 'misc': ''}, {'ingredient': 'vanilla extract', 'quantity': '1.5', 'unit': 'teaspoons', 'misc': ''}, {'ingredient': 'cherries stems', 'quantity': '24', 'unit': 'bing', 'misc': 'with'}, {'ingredient': 'semisweet chocolate', 'quantity': '8', 'unit': 'ounces', 'misc': 'chopped'}];['1 cup white sugar', '1.5 teaspoons vanilla extract', '24 Bing cherries with stems', '8 ounces semisweet chocolate, chopped'];['Pour sugar into a shallow dish and spread evenly. Add 2 drops of vanilla at a time to the dish in 24 separate places to form lumps of vanilla sugar. Set aside to allow lumps to harden.', 'Meanwhile, pit cherries carefully from the bottom. I use a small curved dental tool. Make sure the stem stays intact.', 'When lumps of sugar have hardened, insert them into cherries where the pits were  set aside.', 'Place chocolate in a microwave-safe dish and melt in the microwave until smooth, stirring every 30 seconds.', 'Hold cherries by the stem and dip into melted chocolate, leaving the very top uncovered. Set on waxed paper to dry, then place in the refrigerator to allow sugar lumps to dissolve, 8 hours to overnight.'];['microwave'];['microwave'];5.0;['24', '24 dipped cherries'];{'Calories': '85 kcal', 'Carbohydrates': '15 g', 'Cholesterol': '', 'Fiber': '1 g', 'Protein': '1 g', 'Saturated Fat': '2 g', 'Sodium': '', 'Sugar': '14 g', 'Fat': '3 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/100321/chocolate-dipped-bing-cherries/
Make Ahead Peanut Butter Cookies;Lynn;27/03/2025;4.3;7.0;0.0;0.0;['Dessert'];['American'];[{'ingredient': 'make ahead cookie mix', 'quantity': '2', 'unit': 'cups', 'misc': ''}, {'ingredient': 'brown sugar', 'quantity': '1', 'unit': 'cup', 'misc': 'packed'}, {'ingredient': 'shortening', 'quantity': '0.33333334326744', 'unit': 'cup', 'misc': ''}, {'ingredient': 'peanut butter', 'quantity': '0.5', 'unit': 'cup', 'misc': ''}, {'ingredient': 'vanilla extract', 'quantity': '0.5', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'egg', 'quantity': '1', 'unit': '', 'misc': ''}];['2 cups Make Ahead Cookie Mix', '1 cup packed brown sugar', '0.33333334326744 cup shortening', '0.5 cup peanut butter', '0.5 teaspoon vanilla extract', '1 egg'];['Preheat oven to 375 degrees F (190 degrees C).', 'Combine 2 cups of Make Ahead Cookie Mix with brown sugar, shortening, peanut butter, vanilla, and egg.', 'Shape dough into balls. Place dough on ungreased cookie sheets. Flatten with a fork. Bake 7-11 minutes.'];['bake'];['oven'];3.0;['12', '2 dozen'];{'Calories': '190 kcal', 'Carbohydrates': '20 g', 'Cholesterol': '16 mg', 'Fiber': '1 g', 'Protein': '3 g', 'Saturated Fat': '3 g', 'Sodium': '60 mg', 'Sugar': '19 g', 'Fat': '12 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/10127/make-ahead-peanut-butter-cookies/
Aloo Paratha;Aavi1325;27/03/2025;;;25.0;45.0;['Dinner'];['Indian'];[{'ingredient': 'potatoes', 'quantity': '3', 'unit': 'medium', 'misc': 'peeled and cubed'}, {'ingredient': 'vegetable oil', 'quantity': '4', 'unit': 'teaspoons', 'misc': 'divided or as needed'}, {'ingredient': 'cumin seeds', 'quantity': '0.25', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'chile peppers', 'quantity': '2', 'unit': 'green', 'misc': 'minced'}, {'ingredient': 'curry leaves', 'quantity': '6', 'unit': 'fresh', 'misc': ''}, {'ingredient': 'ginger', 'quantity': '0.5', 'unit': 'teaspoon', 'misc': 'minced fresh'}, {'ingredient': 'turmeric', 'quantity': '1', 'unit': 'pinch', 'misc': 'or to taste ground'}, {'ingredient': 'to taste', 'quantity': '', 'unit': 'salt', 'misc': ''}, {'ingredient': 'whole wheat flour', 'quantity': '5', 'unit': 'cups', 'misc': 'divided'}, {'ingredient': 'water', 'quantity': '1.25', 'unit': 'cups', 'misc': ''}];['3 medium potatoes, peeled and cubed', '4 teaspoons vegetable oil, divided, or as needed', '0.25 teaspoon cumin seeds', '2 green chile peppers, minced', '6 fresh curry leaves', '0.5 teaspoon minced fresh ginger', '1 pinch ground turmeric, or to taste', 'salt to taste', '5 cups whole wheat flour, divided', '1.25 cups water'];['Place a steamer insert into a saucepan and fill with water to just below the bottom of the steamer. Bring water to a boil. Add potatoes, cover, and steam until tender, 10 to 15 minutes. Remove from the heat.', 'Heat 1 1/2 teaspoons vegetable oil in a medium skillet over medium heat. Add cumin seeds and cook until light brown, 2 to 3 minutes. Add chile peppers, curry leaves, and ginger  cook and stir for about 1 minute. Add potatoes, turmeric, and salt  cook and stir carefully for about 5 minutes.', 'Transfer potatoes to a bowl and allow to cool, about 15 minutes.', 'Place 1/2 cup flour into a shallow bowl. Combine the remaining flour and 1 1/2 teaspoons oil in a large mixing bowl  salt to taste. Mix with your hands while gradually adding water. Knead dough until a smooth ball forms. Divide into 6 evenly round balls.', 'Roll each dough ball into a thick, circular shape. Form the cooled potato mixture into 6 round balls and place a potato ball on top of each dough circle. Fold all the dough sides over the potato filling to cover. Flatten each stuffed dough slightly while dipping both sides into the bowl of flour.', 'Roll each dough to a thin, circular shape and set a few inches apart on parchment paper.', 'Set a large skillet over medium heat and lightly spread with remaining oil. Place a stuffed paratha on the hot skillet and cook for 2 to 3 minutes. Flip over and cook the other side for 2 to 3 minutes. Remove to a serving plate and continue this same process for all the parathas. Serve hot.'];['boil', 'steam'];['steamer', 'skillet', 'saucepan'];7.0;['6', '6 parathas'];{'Calories': '457 kcal', 'Carbohydrates': '93 g', 'Cholesterol': '', 'Fiber': '15 g', 'Protein': '16 g', 'Saturated Fat': '1 g', 'Sodium': '14 mg', 'Sugar': '2 g', 'Fat': '5 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/283713/aloo-paratha/
Simple Broiled Chicken Breasts;Bob;27/03/2025;4.0;1.0;10.0;15.0;['Dinner'];['American'];[{'ingredient': 'cooking spray', 'quantity': '', 'unit': 'nonstick', 'misc': ''}, {'ingredient': 'butter', 'quantity': '1', 'unit': 'tablespoon', 'misc': 'softened'}, {'ingredient': 'lemon juice', 'quantity': '1', 'unit': 'tablespoon', 'misc': ''}, {'ingredient': 'italian seasoning', 'quantity': '0.5', 'unit': 'teaspoon', 'misc': 'dried'}, {'ingredient': 'garlic powder', 'quantity': '0.125', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'cayenne pepper', 'quantity': '0.125', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'skinless', 'quantity': '4', 'unit': '', 'misc': 'boneless chicken breast halves'}];['nonstick cooking spray', '1 tablespoon butter, softened', '1 tablespoon lemon juice', '0.5 teaspoon dried Italian seasoning', '0.125 teaspoon garlic powder', '0.125 teaspoon cayenne pepper', '4 skinless, boneless chicken breast halves'];"[""Set an oven rack 4 to 6 inches from the heat source and preheat the oven's broiler. Spray a broiler pan with cooking spray."", 'Combine butter, lemon juice, Italian seasoning, garlic powder, and cayenne pepper in a small bowl  mix until well blended.', 'Place chicken on the prepared pan and brush with 1/2 of the butter mixture.', 'Broil in the preheated oven for 6 minutes. Turn chicken, brush with remaining butter mixture, and broil until no longer pink in the center and the juices run clear, about 6 more minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).']";['broil'];['thermometer', 'pan', 'oven'];4.0;['4', '4 chicken breasts'];{'Calories': '153 kcal', 'Carbohydrates': '1 g', 'Cholesterol': '72 mg', 'Fiber': '0 g', 'Protein': '24 g', 'Saturated Fat': '3 g', 'Sodium': '77 mg', 'Sugar': '0 g', 'Fat': '6 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/279906/simple-broiled-chicken-breasts/
Texas Toast Guacamole Grilled Cheese Sandwich;Sahara B;27/03/2025;5.0;1.0;15.0;4.0;['Lunch'];['U.S.', 'American'];[{'ingredient': 'avocados', 'quantity': '2', 'unit': 'ripe', 'misc': 'halved and pitted'}, {'ingredient': 'onion', 'quantity': '0.5', 'unit': 'small', 'misc': 'minced'}, {'ingredient': 'lime juice', 'quantity': '1', 'unit': 'tablespoon', 'misc': 'fresh'}, {'ingredient': 'pepper', 'quantity': '1', 'unit': 'jalapeno', 'misc': 'seeded and minced'}, {'ingredient': 'cilantro', 'quantity': '2', 'unit': 'tablespoons', 'misc': 'chopped fresh'}, {'ingredient': 'garlic', 'quantity': '1', 'unit': 'clove', 'misc': 'minced'}, {'ingredient': 'kosher salt', 'quantity': '0.5', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'black pepper to taste', 'quantity': '', 'unit': 'freshly', 'misc': 'ground'}, {'ingredient': 'tomato', 'quantity': '1', 'unit': 'roma', 'misc': 'finely chopped'}, {'ingredient': 'texas toast', 'quantity': '4', 'unit': 'slices', 'misc': ''}, {'ingredient': 'havarti cheese', 'quantity': '4', 'unit': 'slices', 'misc': ''}, {'ingredient': 'butter', 'quantity': '2', 'unit': 'teaspoons', 'misc': 'or to taste'}];['2 ripe avocados, halved and pitted', '0.5 small onion, minced', '1 tablespoon fresh lime juice', '1 jalapeno pepper, seeded and minced', '2 tablespoons chopped fresh cilantro', '1 clove garlic, minced', '0.5 teaspoon kosher salt', 'freshly ground black pepper to taste', '1 Roma tomato, finely chopped', '4 slices Texas toast', '4 slices Havarti cheese', '2 teaspoons butter, or to taste'];['Mash avocados in a large bowl. Add onion, lime juice, jalapeno, cilantro, garlic, salt, and pepper. Mix until well combined. Stir tomato into the guacamole.', 'Spread desired amount of guacamole over 2 bread slices  top each with 2 slices Havarti cheese. Cover with the remaining 2 slices bread  butter the outsides.', 'Heat a skillet to medium-high heat. Cook sandwiches until golden brown on the bottom, 2 to 3 minutes. Flip and cook until other side is browned, 2 to 3 minutes more.'];[];['skillet'];3.0;['2', '2 sandwiches'];{'Calories': '755 kcal', 'Carbohydrates': '47 g', 'Cholesterol': '82 mg', 'Fiber': '16 g', 'Protein': '21 g', 'Saturated Fat': '21 g', 'Sodium': '1355 mg', 'Sugar': '5 g', 'Fat': '58 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/261502/texas-toast-guacamole-grilled-cheese-sandwich/
Ham and Cheddar Sous Vide Egg Bites;Bren;27/03/2025;4.0;1.0;15.0;60.0;['Breakfast'];['American'];[{'ingredient': 'jars', 'quantity': '6', 'unit': 'jam', 'misc': ''}, {'ingredient': 'coconut oil', 'quantity': '3', 'unit': 'tablespoons', 'misc': 'or as needed'}, {'ingredient': 'black forest ham', 'quantity': '2', 'unit': 'ounces', 'misc': 'diced'}, {'ingredient': 'red bell pepper', 'quantity': '0.25', 'unit': 'cup', 'misc': 'diced'}, {'ingredient': 'eggs', 'quantity': '6', 'unit': 'large', 'misc': ''}, {'ingredient': '10 cream', 'quantity': '0.25', 'unit': 'cup', 'misc': ''}, {'ingredient': 'cheddar cheese', 'quantity': '0.5', 'unit': 'cup', 'misc': 'shredded medium'}, {'ingredient': 'salt', 'quantity': '0.5', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'nutmeg', 'quantity': '1', 'unit': 'pinch', 'misc': 'freshly ground'}];['6 jam jars', '3 tablespoons coconut oil, or as needed', '2 ounces black forest ham, diced', '0.25 cup diced red bell pepper', '6 large eggs', '0.25 cup 10% cream', '0.5 cup shredded medium Cheddar cheese', '0.5 teaspoon salt', '1 pinch freshly ground nutmeg'];['Fill a stockpot with enough water to just cover the jars. Attach a sous vide immersion cooker to the side of the pot. Set temperature to 172 degrees F (77 degrees C).', 'Generously oil the inside of each jar with coconut oil. Add ham and red pepper to the bottom of the jars.', 'Whisk eggs and cream together in a bowl until well combined. Stir in Cheddar cheese, salt, and nutmeg. Divide egg mixture among the jars. Close jars with lids and metal bands  tighten using the tips of your fingers only. Do not over-tighten.', 'Immerse in the water bath and cook for 1 hour. Carefully remove the jars, using tongs, to a heat-resistant surface. Let rest 10 minutes before opening the jars.'];[];['whisk', 'tongs', 'stockpot', 'pot'];4.0;['6', '6 egg bites'];{'Calories': '228 kcal', 'Carbohydrates': '1 g', 'Cholesterol': '215 mg', 'Fiber': '0 g', 'Protein': '11 g', 'Saturated Fat': '12 g', 'Sodium': '446 mg', 'Sugar': '1 g', 'Fat': '20 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/278892/ham-and-cheddar-sous-vide-egg-bites/
Lita's Albondigas (Meatball Soup);avinamarie;27/03/2025;4.8;4.0;30.0;105.0;['Dinner'];['U.S.', 'Mexican'];[{'ingredient': 'beef', 'quantity': '1', 'unit': 'pound', 'misc': 'ground'}, {'ingredient': 'tomatillos', 'quantity': '0.25', 'unit': 'pound', 'misc': 'husked and chopped'}, {'ingredient': 'eggs', 'quantity': '2', 'unit': '', 'misc': 'beaten'}, {'ingredient': 'white rice', 'quantity': '0.5', 'unit': 'cup', 'misc': 'uncooked'}, {'ingredient': 'garlic', 'quantity': '3', 'unit': 'cloves', 'misc': 'peeled and crushed'}, {'ingredient': 'cumin', 'quantity': '1', 'unit': 'teaspoon', 'misc': 'ground'}, {'ingredient': 'salt', 'quantity': '1', 'unit': 'teaspoon', 'misc': ''}, {'ingredient': 'tomatoes', 'quantity': '2', 'unit': 'pounds', 'misc': 'peeled'}, {'ingredient': 'onions', 'quantity': '3', 'unit': 'white', 'misc': 'quartered'}, {'ingredient': 'tomatillos', 'quantity': '0.75', 'unit': 'pound', 'misc': 'husked and chopped'}, {'ingredient': 'chipotle peppers in adobo sauce', 'quantity': '2', 'unit': '', 'misc': '7 ounce'}, {'ingredient': 'garlic', 'quantity': '3', 'unit': 'cloves', 'misc': 'peeled and crushed'}, {'ingredient': 'vegetable oil', 'quantity': '1', 'unit': 'tablespoon', 'misc': ''}, {'ingredient': 'chicken broth', 'quantity': '3', 'unit': 'quarts', 'misc': ''}, {'ingredient': 'and black pepper to taste', 'quantity': '', 'unit': 'salt', 'misc': 'ground'}, {'ingredient': 'carrots', 'quantity': '3', 'unit': 'large', 'misc': 'peeled and chopped'}, {'ingredient': 'celery', 'quantity': '3', 'unit': 'stalks', 'misc': 'chopped'}, {'ingredient': 'cilantro', 'quantity': '1', 'unit': 'bunch', 'misc': 'chopped'}, {'ingredient': 'cumin', 'quantity': '1', 'unit': 'teaspoon', 'misc': 'ground'}, {'ingredient': 'lemons', 'quantity': '2', 'unit': '', 'misc': 'cut into wedges'}, {'ingredient': 'corn tortillas', 'quantity': '1', 'unit': '', 'misc': '12 ounce'}];['1 pound ground beef', '0.25 pound tomatillos, husked and chopped', '2 eggs, beaten', '0.5 cup uncooked white rice', '3 cloves garlic, peeled and crushed', '1 teaspoon ground cumin', '1 teaspoon salt', '2 pounds tomatoes, peeled', '3 white onions, quartered', '0.75 pound tomatillos, husked and chopped', '2 (7 ounce) cans chipotle peppers in adobo sauce', '3 cloves garlic, peeled and crushed', '1 tablespoon vegetable oil', '3 quarts chicken broth', 'salt and ground black pepper to taste', '3 large carrots, peeled and chopped', '3 stalks celery, chopped', '1 bunch cilantro, chopped', '1 teaspoon ground cumin', '2 lemons, cut into wedges', '1 (12 ounce) package corn tortillas'];['Mix ground beef, 1/4 pound tomatillos, eggs, white rice, 3 cloves garlic, 1 teaspoon cumin, and 1 teaspoon salt in a large bowl.', 'Scoop 1 1/2 tablespoon of the beef mixture and roll into a meatball. Repeat with remaining beef mixture.', 'Combine tomatoes, 1 onion, 3/4 pound tomatillos, chipotle peppers, and 3 cloves garlic in a blender  puree until smooth.', 'Heat oil in a large pot over medium heat. Add tomato puree  cook and stir for 3 minutes. Pour in chicken broth. Season broth with salt and pepper. Bring to a slow boil  reduce heat until broth is barely bubbling.', 'Lower meatballs carefully into the hot broth  simmer gently for 20 minutes. Add remaining 2 onions, carrots, celery, cilantro, and 1 teaspoon cumin. Simmer until rice in the meatballs is cooked through, about 1 hour and 15 minutes.', 'Squeeze some lemon juice into each bowl. Serve with corn tortillas.'];['boil', 'simmer', 'reduce'];['pot', 'blender'];6.0;8;{'Calories': '397 kcal', 'Carbohydrates': '52 g', 'Cholesterol': '90 mg', 'Fiber': '10 g', 'Protein': '19 g', 'Saturated Fat': '4 g', 'Sodium': '2085 mg', 'Sugar': '11 g', 'Fat': '14 g', 'Unsaturated Fat': '0 g'};https://www.allrecipes.com/recipe/256859/litas-albondigas-meatball-soup/
